"Supplemental Table S1. Coordinates, sizes, GC levels and GC standard deviations,",,,,,,,
"of the human isochores identified in this study.",,,,,,,
,,,,,,,
,,,,,,,
"Chr","Band","Start","End","Size (Mb)","GC, %","∆ GC","SD (w=100kb)"
4,"q32.1d",157.3,159.4,2.1,35.8,1.5,0.68
4,"q32.2",159.4,161,1.6,38.8,-3.0,1.69
4,"q32.3a",161,164.3,3.3,35.1,3.7,1.23
4,"q32.3b",164.3,164.8,0.5,37.7,-2.6,0.41
4,"q32.3c",164.8,165.8,1,35.7,2.0,0.71
4,"q32.3d",165.8,166.2,0.4,38.9,-3.3,0.64
4,"q32.3e",166.2,166.4,0.2,43.5,-4.5,0.00
4,"q32.3f",166.4,167.2,0.8,38.1,5.3,1.33
4,"q32.3g",167.2,169.6,2.4,35.4,2.7,0.80
4,"q33a",169.6,171.1,1.5,39.3,-3.8,1.73
4,"q33b",171.1,171.4,0.3,41.7,-2.4,0.41
4,"q33c",171.4,171.7,0.3,38.4,3.3,1.04
4,"q34.1",171.7,174.1,2.4,35.5,2.9,0.93
4,"q34.2",174.1,175.1,1,39.4,-3.9,1.48
4,"q34.3a",175.1,178.5,3.4,36.3,3.1,0.97
4,"q34.3b",178.5,178.9,0.4,38.6,-2.2,0.44
4,"q34.3c",178.9,181.8,2.9,35.5,3.1,0.92
4,"q34.3d",181.8,182.2,0.4,37.1,-1.7,0.53
4,"q34.3e",182.2,182.4,0.2,36.4,0.7,0.00
4,"q34.3f",182.4,184,1.6,38.5,-2.1,1.18
4,"q35.1a",184,184.4,0.4,43.6,-5.1,3.75
4,"q35.1b",184.4,184.6,0.2,39.1,4.5,0.00
4,"q35.1c",184.6,186.6,2,43.4,-4.4,1.29
4,"q35.1d",186.6,186.8,0.2,40.1,3.3,0.00
4,"q35.1e",186.8,187.1,0.3,40.6,-0.5,1.26
4,"q35.1f",187.1,187.3,0.2,40.4,0.1,0.00
4,"q35.1g",187.3,188.3,1,41.9,-1.4,1.31
4,"q35.2a",188.3,189.2,0.9,38.7,3.1,0.72
4,"q35.2b",189.2,189.6,0.4,42.8,-4.1,1.65
4,"q35.2c",189.6,190.7,1.1,38.8,4.0,1.15
4,"q35.2d",190.7,191.4,0.7,42.9,-4.0,3.90
,,,,,,,
5,"p15.33a",0,0.4,0.4,48.0,"-",4.24
5,"p15.33b",0.4,0.7,0.3,55.0,-6.9,3.11
5,"p15.33c",0.7,0.9,0.2,51.6,3.4,0.00
5,"p15.33d",0.9,1.6,0.7,55.3,-3.7,2.85
5,"p15.33e",1.6,2.8,1.2,47.6,7.6,2.95
5,"p15.32a",2.8,4.3,1.5,43.5,4.1,1.86
5,"p15.32b",4.3,4.9,0.6,38.8,4.7,1.06
5,"p15.32c",4.9,6.4,1.5,42.2,-3.3,1.40
5,"p15.32d",6.4,6.6,0.2,46.6,-4.4,0.00
5,"p15.32e",6.6,7,0.4,44.4,2.1,1.70
5,"p15.32f",7,9.9,2.9,39.7,4.7,1.26
5,"p15.31a",9.9,10.5,0.6,42.3,-2.6,1.94
5,"p15.31b",10.5,10.8,0.3,47.6,-5.3,0.54
5,"p15.31c",10.8,11.3,0.5,42.0,5.7,0.57
5,"p15.2a",11.3,12,0.7,38.5,3.4,1.20
5,"p15.2b",12,13.4,1.4,35.7,2.8,0.78
5,"p15.2c",13.4,14,0.6,39.0,-3.4,0.56
5,"p15.1a",14,15.1,1.1,43.0,-4.0,1.25
5,"p15.1b",15.1,16.4,1.3,39.3,3.8,0.91
5,"p15.1c",16.4,17.7,1.3,43.2,-3.9,1.33
5,"p14.3",17.7,22.6,4.9,35.5,7.7,1.08
5,"p14.2",22.6,23.2,0.6,35.4,0.1,0.58
5,"p14.1",23.2,31.6,8.4,35.3,0.1,1.37
5,"p13.3",31.6,32.8,1.2,43.7,-8.5,1.89
5,"p13.2a",32.8,33.5,0.7,38.6,5.2,1.17
5,"p13.2b",33.5,34.1,0.6,40.9,-2.3,0.98
5,"p13.2c",34.1,34.5,0.4,37.1,3.8,1.32
5,"p13.2d",34.5,35.2,0.7,41.7,-4.6,1.55
5,"p13.2e",35.2,36.9,1.7,39.2,2.5,1.70
5,"p13.2f",36.9,37.1,0.2,35.2,4.0,0.00
5,"p13.2g",37.1,37.3,0.2,39.3,-4.1,0.00
5,"p13.1a",37.3,37.5,0.2,41.7,-2.3,0.00
5,"p13.1b",37.5,37.8,0.3,38.5,3.1,1.09
5,"p13.1c",37.8,38,0.2,42.9,-4.3,0.00
5,"p13.1d",38,38.2,0.2,40.3,2.6,0.00
5,"p13.1e",38.2,38.9,0.7,41.6,-1.3,1.19
5,"p13.1f",38.9,39.7,0.8,37.9,3.7,1.15
5,"p13.1g",39.7,40.1,0.4,36.4,1.5,0.48
5,"p13.1h",40.1,42.9,2.8,37.9,-1.5,1.14
5,"p13.1i",42.9,43.4,0.5,42.9,-5.0,1.28
5,"p12a",43.4,44.2,0.8,38.5,4.4,1.37
5,"p12b",44.2,46.5,2.3,36.1,2.4,0.97
5,"q11.1a",49.4,50.8,1.4,37.1,"-",1.37
5,"q11.1b",50.8,52,1.2,35.0,2.1,1.01
5,"q11.1c",52,53.8,1.8,38.6,-3.6,1.43
5,"q11.2",53.8,56.7,2.9,40.8,-2.3,1.48
5,"q12.1a",56.7,58.8,2.1,38.2,2.6,1.20
5,"q12.1b",58.8,59.1,0.3,36.6,1.6,0.14
5,"q12.1c",59.1,59.3,0.2,37.9,-1.3,0.00
5,"q12.1d",59.3,59.6,0.3,36.5,1.4,0.38
5,"q12.1e",59.6,60.2,0.6,39.1,-2.6,0.88
5,"q12.1f",60.2,60.4,0.2,36.5,2.6,0.00
5,"q12.1g",60.4,60.9,0.5,39.1,-2.6,1.84
5,"q12.2a",60.9,61.1,0.2,43.0,-3.9,0.00
5,"q12.2b",61.1,62.1,1,40.2,2.8,1.35
5,"q12.3a",62.1,62.5,0.4,38.1,2.1,1.02
5,"q12.3b",62.5,63.3,0.8,36.1,2.0,0.56
5,"q12.3c",63.3,63.6,0.3,37.8,-1.7,0.91
5,"q12.3d",63.6,63.8,0.2,35.8,2.0,0.00
5,"q12.3e",63.8,64.1,0.3,38.9,-3.1,0.96
5,"q12.3f",64.1,64.3,0.2,35.3,3.6,0.00
5,"q12.3g",64.3,64.5,0.2,40.0,-4.6,0.00
5,"q12.3h",64.5,64.8,0.3,35.7,4.3,1.12
5,"q12.3i",64.8,66.7,1.9,39.3,-3.7,1.51
5,"q12.3l",66.7,66.9,0.2,36.6,2.7,0.00
5,"q12.3m",66.9,68.2,1.3,39.5,-2.9,1.20
5,"q13.1",68.2,69,0.8,42.2,-2.6,0.79
5,"q13.2a",69,69.2,0.2,35.5,6.6,0.00
5,"q13.2b",69.2,69.9,0.7,39.0,-3.5,2.17
5,"q13.2c",69.9,70.1,0.2,35.6,3.4,0.00
5,"q13.2d",70.1,70.9,0.8,39.0,-3.4,1.79
5,"q13.3a",70.9,72,1.1,41.1,-2.1,0.84
5,"q13.3b",72,72.4,0.4,38.4,2.7,1.16
5,"q13.3c",72.4,72.9,0.5,42.6,-4.2,1.09
5,"q13.3d",72.9,73.4,0.5,39.7,2.9,0.53
5,"q13.3e",73.4,74,0.6,41.5,-1.8,0.46
5,"q13.3f",74,74.2,0.2,38.9,2.6,0.00
5,"q13.3g",74.2,74.4,0.2,41.4,-2.5,0.00
5,"q14.1",74.4,75.5,1.1,38.7,2.7,1.25
5,"q14.2a",75.5,76.7,1.2,41.9,-3.3,1.63
5,"q14.2b",76.7,77.1,0.4,38.8,3.1,1.56
5,"q14.2c",77.1,77.8,0.7,38.8,0.0,2.19
5,"q14.2d",77.8,78.2,0.4,42.6,-3.8,0.48
5,"q14.2e",78.2,79.1,0.9,39.9,2.7,1.90
5,"q14.2f",79.1,80.8,1.7,41.0,-1.0,2.27
5,"q14.3a",80.8,81,0.2,35.7,5.3,0.00
5,"q14.3b",81,82.4,1.4,38.8,-3.1,1.39
5,"q14.3c",82.4,82.7,0.3,35.4,3.3,0.82
5,"q14.3d",82.7,83.1,0.4,37.4,-2.0,0.17
5,"q14.3e",83.1,86.3,3.2,35.0,2.4,0.97
5,"q14.3f",86.3,86.6,0.3,37.6,-2.6,0.19
5,"q14.3g",86.6,89.4,2.8,36.3,1.3,1.13
5,"q14.3h",89.4,90.4,1,37.1,-0.8,0.60
5,"q14.3i",90.4,90.8,0.4,39.6,-2.5,2.01
5,"q14.3l",90.8,92.5,1.7,35.2,4.3,0.86
5,"q15a",92.5,93,0.5,38.7,-3.5,2.04
5,"q15b",93,93.4,0.4,36.1,2.6,0.84
5,"q15c",93.4,97.1,3.7,38.0,-1.9,1.45
5,"q15d",97.1,97.7,0.6,36.3,1.7,0.41
5,"q15e",97.7,98.4,0.7,37.8,-1.5,1.31
5,"q21.1",98.4,102,3.6,35.7,2.1,1.29
5,"q21.2",102,103.2,1.2,36.8,-1.2,1.10
5,"q21.3a",103.2,106.6,3.4,34.7,2.1,0.98
5,"q21.3b",106.6,107.3,0.7,38.6,-3.9,0.75
5,"q21.3c",107.3,107.7,0.4,35.5,3.0,1.33
5,"q21.3d",107.7,108.2,0.5,39.0,-3.5,1.05
5,"q21.3e",108.2,108.5,0.3,34.8,4.2,0.44
5,"q22.1",108.5,109.5,1,38.5,-3.7,1.58
5,"q22.2a",109.5,109.8,0.3,37.3,1.2,0.37
5,"q22.2b",109.8,110.2,0.4,35.5,1.8,0.52
5,"q22.2c",110.2,111.5,1.3,37.9,-2.3,0.93
5,"q22.3a",111.5,113.1,1.6,40.1,-2.2,1.83
5,"q22.3b",113.1,114.4,1.3,38.0,2.1,1.01
5,"q22.3c",114.4,116.3,1.9,39.0,-1.0,1.64
5,"q23.1a",116.3,117.8,1.5,36.0,3.1,0.95
5,"q23.1b",117.8,119.2,1.4,38.4,-2.5,1.68
5,"q23.1c",119.2,121.4,2.2,35.5,2.9,0.79
5,"q23.2a",121.4,124.8,3.4,38.6,-3.1,1.51
5,"q23.2b",124.8,125.4,0.6,36.3,2.3,0.26
5,"q23.2c",125.4,125.8,0.4,38.0,-1.7,0.30
5,"q23.2d",125.8,126.3,0.5,42.9,-4.9,0.78
5,"q23.3a",126.3,127.7,1.4,38.6,4.3,1.08
5,"q23.3b",127.7,127.9,0.2,36.5,2.1,0.00
5,"q23.3c",127.9,128.1,0.2,38.0,-1.6,0.00
5,"q23.3d",128.1,128.3,0.2,36.6,1.5,0.00
5,"q23.3e",128.3,128.5,0.2,37.3,-0.7,0.00
5,"q23.3f",128.5,130.2,1.7,36.1,1.1,0.83
5,"q23.3g",130.2,131.3,1.1,38.8,-2.7,1.05
5,"q31.1a",131.3,133.8,2.5,45.2,-6.4,3.10
5,"q31.1b",133.8,134,0.2,48.7,-3.6,0.00
5,"q31.1c",134,134.4,0.4,43.6,5.1,1.37
5,"q31.1d",134.4,134.6,0.2,48.9,-5.3,0.00
5,"q31.1e",134.6,134.8,0.2,44.4,4.5,0.00
5,"q31.1f",134.8,135,0.2,47.4,-3.0,0.00
5,"q31.1g",135,135.7,0.7,43.3,4.0,1.36
5,"q31.2",135.7,136.4,0.7,39.5,3.8,0.94
5,"q31.3a",136.4,137.1,0.7,43.1,-3.6,0.68
5,"q31.3b",137.1,137.4,0.3,39.2,3.8,0.68
5,"q31.3c",137.4,138.7,1.3,44.7,-5.4,2.01
5,"q31.3d",138.7,139,0.3,47.0,-2.3,1.67
5,"q31.3e",139,139.3,0.3,52.5,-5.5,2.98
5,"q31.3f",139.3,140.1,0.8,43.2,9.3,2.88
5,"q31.3g",140.1,140.6,0.5,39.7,3.5,1.06
5,"q31.3h",140.6,141,0.4,43.4,-3.7,2.04
5,"q31.3i",141,141.3,0.3,50.1,-6.6,0.45
5,"q31.3l",141.3,142.6,1.3,43.8,6.3,1.70
5,"q32a",142.6,144,1.4,38.5,5.3,0.78
5,"q32b",144,144.5,0.5,36.2,2.2,0.48
5,"q32c",144.5,145.3,0.8,38.5,-2.2,1.21
5,"q33.1a",145.3,146,0.7,40.8,-2.3,1.30
5,"q33.1b",146,147.3,1.3,39.1,1.7,0.89
5,"q33.1c",147.3,147.6,0.3,36.2,2.9,0.70
5,"q33.1d",147.6,148.2,0.6,38.4,-2.2,1.24
5,"q33.1e",148.2,148.6,0.4,42.5,-4.1,1.05
5,"q33.1f",148.6,148.8,0.2,47.8,-5.4,0.00
5,"q33.1g",148.8,149.4,0.6,44.8,3.0,2.25
5,"q33.1h",149.4,150,0.6,51.1,-6.3,1.19
5,"q33.1i",150,151.3,1.3,43.6,7.5,3.08
5,"q33.2a",151.3,152.8,1.5,38.6,5.0,1.17
5,"q33.2b",152.8,153.2,0.4,41.2,-2.6,0.68
5,"q33.2c",153.2,153.4,0.2,40.2,1.0,0.00
5,"q33.2d",153.4,154.7,1.3,43.7,-3.5,2.33
5,"q33.2e",154.7,156.3,1.6,38.7,5.0,0.80
5,"q33.3a",156.3,157.9,1.6,42.1,-3.4,1.84
5,"q33.3b",157.9,158.7,0.8,40.0,2.1,0.74
5,"q33.3c",158.7,160,1.3,43.0,-3.0,2.17
5,"q34a",160,160.7,0.7,38.9,4.1,1.15
5,"q34b",160.7,162.5,1.8,36.0,2.8,0.91
5,"q34c",162.5,163.2,0.7,38.4,-2.3,0.90
5,"q34d",163.2,165.6,2.4,36.1,2.3,0.91
5,"q34e",165.6,166.7,1.1,38.1,-2.0,1.10
5,"q34f",166.7,166.9,0.2,36.9,1.2,0.00
5,"q34g",166.9,167.2,0.3,39.2,-2.3,1.04
5,"q35.1a",167.2,167.6,0.4,42.7,-3.5,1.25
5,"q35.1b",167.6,168.7,1.1,44.7,-2.0,1.98
5,"q35.1c",168.7,169,0.3,39.5,5.2,0.99
5,"q35.1d",169,169.7,0.7,43.8,-4.4,1.15
5,"q35.1e",169.7,170,0.3,47.3,-3.5,0.54
5,"q35.1f",170,170.2,0.2,44.4,2.9,0.00
5,"q35.1g",170.2,170.6,0.4,37.1,7.3,0.84
5,"q35.1h",170.6,171.7,1.1,45.2,-8.1,2.44
5,"q35.1i",171.7,172.3,0.6,49.0,-3.8,1.73
5,"q35.1l",172.3,172.5,0.2,43.8,5.2,0.00
5,"q35.1m",172.5,172.7,0.2,47.7,-3.9,0.00
5,"q35.1n",172.7,172.9,0.2,44.3,3.4,0.00
5,"q35.1o",172.9,173.2,0.3,46.8,-2.6,0.67
5,"q35.2",173.2,175,1.8,43.2,3.7,1.75
5,"q35.3a",175,175.3,0.3,48.0,-4.8,1.23
5,"q35.3b",175.3,175.7,0.4,44.2,3.8,1.66
5,"q35.3c",175.7,175.9,0.2,47.5,-3.3,0.00
5,"q35.3d",175.9,176.1,0.2,53.9,-6.4,0.00
5,"q35.3e",176.1,176.7,0.6,47.6,6.3,4.09
5,"q35.3f",176.7,177,0.3,52.8,-5.2,5.12
5,"q35.3g",177,177.3,0.3,44.0,8.8,1.16
5,"q35.3h",177.3,178.2,0.9,48.6,-4.6,2.95
5,"q35.3i",178.2,178.5,0.3,45.1,3.5,1.32
5,"q35.3l",178.5,178.7,0.2,53.3,-8.2,0.00
5,"q35.1m",178.7,180,1.3,48.7,4.6,2.88
5,"q35.3n",180,180.4,0.4,43.1,5.6,1.74
5,"q35.3o",180.4,180.7,0.3,48.0,-4.9,1.66
5,"q35.3p",180.7,180.9,0.2,43.1,4.9,0.00
,,,,,,,
6,"p25.3",0,1.7,1.7,44.0,"-",2.82
6,"p25.2",1.7,2.1,0.4,39.3,4.7,1.45
6,"p25.1a",2.1,3.1,1.0,43.4,-4.1,1.89
6,"p25.1b",3.1,3.9,0.8,46.0,-2.6,1.80
6,"p25.1c",3.9,4.1,0.2,40.3,5.7,0.00
6,"p25.1d",4.1,5.2,1.1,43.0,-2.6,1.49
6,"p25.1e",5.2,5.5,0.3,40.2,2.7,0.81
6,"p25.1f",5.5,8.1,2.6,43.2,-3.0,2.13
6,"p24.3",8.1,10.2,2.1,37.7,5.5,1.25
6,"p24.2",10.2,11.5,1.3,42.4,-4.8,1.81
6,"p24.1",11.5,13,1.5,40.0,2.5,1.56
6,"p23",13,18.5,5.5,42.4,-2.5,1.85
6,"p22.3a",18.5,19.9,1.4,38.2,4.3,1.21
6,"p22.3b",19.9,20.1,0.2,40.0,-1.9,0.00
6,"p22.3c",20.1,20.6,0.5,42.3,-2.2,0.56
6,"p22.3d",20.6,21.3,0.7,38.0,4.3,0.97
6,"p22.3e",21.3,22.1,0.8,42.4,-4.4,0.95
6,"p22.3f",22.1,24.5,2.4,37.7,4.8,1.04
6,"p22.2a",24.5,24.7,0.2,42.7,-5.1,0.00
6,"p22.2b",24.7,24.9,0.2,40.9,1.8,0.00
6,"p22.2c",24.9,25.2,0.3,41.6,-0.7,0.25
6,"p22.2d",25.2,26.1,0.9,39.4,2.2,1.13
6,"p22.2e",26.1,26.7,0.6,42.8,-3.4,1.09
6,"p22.1a",26.7,27.2,0.5,39.0,3.8,1.88
6,"p22.1b",27.2,27.4,0.2,42.4,-3.4,0.00
6,"p22.1c",27.4,27.6,0.2,40.4,2.1,0.00
6,"p22.1d",27.6,28,0.4,42.4,-2.0,0.65
6,"p22.1e",28,28.7,0.7,39.9,2.5,1.17
6,"p22.1f",28.7,29.1,0.4,42.6,-2.7,1.01
6,"p22.1g",29.1,29.5,0.4,36.9,5.7,0.90
6,"p21.33a",29.5,30.6,1.1,44.2,-7.3,1.77
6,"p21.33b",30.6,31.3,0.7,48.2,-4.0,1.41
6,"p21.33c",31.3,31.6,0.3,44.2,4.1,1.15
6,"p21.33d",31.6,32.3,0.7,51.9,-7.7,1.62
6,"p21.32",32.3,33.2,0.9,41.1,10.8,1.31
6,"p21.31a",33.2,33.7,0.5,49.6,-8.5,1.23
6,"p21.31b",33.7,34,0.3,52.8,-3.3,0.41
6,"p21.31c",34,34.3,0.3,52.3,0.6,3.08
6,"p21.31d",34.3,34.7,0.4,47.9,4.4,3.21
6,"p21.31e",34.7,35.1,0.4,42.8,5.1,1.07
6,"p21.31f",35.1,35.6,0.5,48.6,-5.8,2.52
6,"p21.31g",35.6,36.2,0.6,43.1,5.5,2.96
6,"p21.31h",36.2,36.7,0.5,45.0,-1.9,2.10
6,"p21.31i",36.7,37.3,0.6,48.5,-3.5,2.34
6,"p21.31l",37.3,37.5,0.2,43.0,5.5,0.00
6,"p21.31m",37.5,37.9,0.4,49.5,-6.5,1.74
6,"p21.2",37.9,39.1,1.2,40.0,9.5,2.52
6,"p21.1a",39.1,39.5,0.4,47.5,-7.5,1.61
6,"p21.1b",39.5,39.8,0.3,39.0,8.4,1.77
6,"p21.1c",39.8,40.4,0.6,44.0,-5.0,2.60
6,"p21.1d",40.4,40.9,0.5,47.0,-3.0,0.64
6,"p21.1e",40.9,41.4,0.5,43.7,3.3,0.79
6,"p21.1f",41.4,42.3,0.9,48.7,-5.0,3.21
6,"p21.1g",42.3,43,0.7,43.9,4.8,2.30
6,"p21.1h",43,44.4,1.4,49.7,-5.8,2.52
6,"p21.1i",44.4,44.9,0.5,43.9,5.8,1.95
6,"p12.3a",44.9,45.4,0.5,36.4,7.5,1.49
6,"p12.3b",45.4,45.6,0.2,38.4,-1.9,0.00
6,"p12.3c",45.6,46.1,0.5,42.5,-4.1,1.41
6,"p12.3d",46.1,48,1.9,39.2,3.3,1.50
6,"p12.3e",48,50.7,2.7,35.9,3.3,0.97
6,"p12.3f",50.7,52.2,1.5,38.2,-2.3,1.30
6,"p12.2a",52.2,53.4,1.2,42.2,-4.0,0.97
6,"p12.2b",53.4,54,0.6,39.6,2.6,0.69
6,"p12.1",54,56.6,2.6,36.0,3.6,1.07
6,"p11.2-p11.1",56.6,58.9,2.3,38.0,-2.1,1.21
6,"q11.2",63.8,64.8,1.0,38.2,"-",1.31
6,"q12",64.8,70.2,5.4,34.7,3.5,0.90
6,"q13a",70.2,72.4,2.2,37.6,-2.9,1.42
6,"q13b",72.4,73.1,0.7,36.0,1.6,1.47
6,"q13c",73.1,73.4,0.3,37.3,-1.3,0.29
6,"q13d",73.4,73.9,0.5,36.9,0.4,0.98
6,"q13e",73.9,74.5,0.6,43.0,-6.1,1.51
6,"q14.1a",74.5,74.9,0.4,38.6,4.5,1.00
6,"q14.1b",74.9,75.9,1.0,36.4,2.2,0.68
6,"q14.1c",75.9,77,1.1,38.1,-1.7,0.91
6,"q14.1d",77,79.4,2.4,36.3,1.8,0.88
6,"q14.1e",79.4,79.7,0.3,38.2,-1.8,0.38
6,"q14.1f",79.7,79.9,0.2,34.5,3.6,0.00
6,"q14.1g",79.9,80.9,1.0,38.1,-3.6,0.93
6,"q14.1h",80.9,81.1,0.2,36.6,1.5,0.00
6,"q14.1i",81.1,81.3,0.2,37.6,-0.9,0.00
6,"q14.1l",81.3,82.5,1.2,35.6,2.0,0.97
6,"q14.2",82.5,84,1.5,38.0,-2.4,0.76
6,"q14.3",84,88,4.0,38.5,-0.5,1.24
6,"q15a",88,89.4,1.4,39.7,-1.2,1.48
6,"q15b",89.4,89.7,0.3,36.1,3.6,0.71
6,"q15c",89.7,90.8,1.1,42.5,-6.4,0.89
6,"q15d",90.8,92.1,1.3,38.7,3.9,1.41
6,"q16.1a",92.1,97.2,5.1,35.1,3.6,0.93
6,"q16.1b",97.2,97.9,0.7,38.0,-2.9,1.20
6,"q16.1c",97.9,99.1,1.2,35.5,2.5,0.96
6,"q16.2",99.1,101,1.9,38.4,-2.9,1.52
6,"q16.3a",101.1,101.4,0.3,33.8,4.6,0.34
6,"q16.3b",101.4,102,0.6,36.9,-3.1,0.54
6,"q16.3c",102,104.9,2.9,34.6,2.3,1.05
6,"q21a",104.9,106.7,1.8,39.4,-4.8,1.63
6,"q21b",106.7,107.2,0.5,39.6,-0.2,1.16
6,"q21c",107.2,107.6,0.4,44.1,-4.5,2.20
6,"q21d",107.6,108,0.4,39.8,4.3,1.13
6,"q21e",108,108.7,0.7,43.0,-3.2,1.35
6,"q21f",108.7,108.9,0.2,39.4,3.7,0.00
6,"q21g",108.9,109.4,0.5,42.5,-3.1,1.69
6,"q21h",109.4,109.7,0.3,38.5,4.0,1.89
6,"q21i",109.7,109.9,0.2,44.0,-5.4,0.00
6,"q21l",109.9,110.2,0.3,38.8,5.2,1.29
6,"q21m",110.2,110.5,0.3,42.6,-3.9,1.19
6,"q21n",110.5,110.8,0.3,38.6,4.1,2.21
6,"q21o",110.8,111,0.2,42.7,-4.1,0.00
6,"q21p",111,111.2,0.2,39.7,3.0,0.00
6,"q21q",111.2,111.5,0.3,42.9,-3.2,0.41
6,"q21r",111.5,112,0.5,39.4,3.5,1.99
6,"q21s",112,112.5,0.5,42.4,-2.9,1.47
6,"q21t",112.5,112.8,0.3,39.2,3.2,1.72
6,"q22.1a",112.8,113.6,0.8,36.0,3.2,0.87
6,"q22.1b",113.6,115,1.4,38.0,-2.1,1.23
6,"q22.1c",115,116.1,1.1,35.7,2.3,0.82
6,"q22.1d",116.1,117.1,1.0,37.6,-1.9,0.72
6,"q22.1e",117.1,117.5,0.4,36.6,1.0,0.56
6,"q22.1f",117.5,118.5,1.0,38.4,-1.9,0.76
6,"q22.2",118.5,119.9,1.4,38.9,-0.4,1.55
6,"q22.31a",119.9,121.7,1.8,35.5,3.3,1.02
6,"q22.31b",121.7,122.2,0.5,38.0,-2.4,1.07
6,"q22.31c",122.2,122.9,0.7,36.2,1.7,0.70
6,"q22.31d",122.9,123.4,0.5,37.8,-1.6,0.91
6,"q22.31e",123.4,125.1,1.7,35.8,2.0,0.86
6,"q22.32",125.1,126.6,1.5,38.6,-2.8,0.95
6,"q22.33a",126.6,127.7,1.1,36.2,2.3,0.62
6,"q22.33b",127.7,127.9,0.2,38.7,-2.5,0.00
6,"q22.33c",127.9,129.9,2.0,35.9,2.8,0.71
6,"q23.1",129.9,131.9,2.0,38.7,-2.8,1.05
6,"q23.2",131.9,134.4,2.5,37.9,0.8,0.86
6,"q23.3a",134.4,134.8,0.4,41.7,-3.8,0.56
6,"q23.3b",134.8,135.1,0.3,39.6,2.1,0.09
6,"q23.3c",135.1,135.3,0.2,42.2,-2.6,0.00
6,"q23.3d",135.3,135.7,0.4,39.0,3.2,1.75
6,"q23.3e",135.7,136.3,0.6,36.9,2.0,0.86
6,"q23.3f",136.3,140.3,4.0,40.1,-3.2,1.15
6,"q24.1a",140.3,142.3,2.0,35.3,4.8,1.00
6,"q24.1b",142.3,143,0.7,37.2,-1.9,1.40
6,"q24.2a",143,144.5,1.5,39.6,-2.3,0.83
6,"q24.2b",144.5,144.7,0.2,41.2,-1.7,0.00
6,"q24.3",144.7,148.5,3.8,37.7,3.6,1.23
6,"q25.1a",148.5,149,0.5,42.5,-4.8,0.94
6,"q25.1b",149,149.2,0.2,40.4,2.1,0.00
6,"q25.1c",149.2,149.5,0.3,41.5,-1.2,0.34
6,"q25.1d",149.5,149.8,0.3,39.9,1.6,1.10
6,"q25.1e",149.8,151.9,2.1,43.7,-3.7,1.90
6,"q25.2a",151.9,154.7,2.8,38.1,5.6,1.79
6,"q25.2b",154.7,155.1,0.4,41.8,-3.7,0.55
6,"q25.2c",155.1,155.3,0.2,39.3,2.5,0.00
6,"q25.2d",155.3,155.7,0.4,43.9,-4.6,0.97
6,"q25.2e",155.7,156.3,0.6,37.7,6.1,1.03
6,"q25.3a",156.3,156.9,0.6,39.4,-1.6,0.98
6,"q25.3b",156.9,157.3,0.4,42.0,-2.7,0.60
6,"q25.3c",157.3,157.5,0.2,39.4,2.6,0.00
6,"q25.3d",157.5,161.9,4.4,43.4,-4.0,2.22
6,"q25.3e",161.9,162.3,0.4,41.3,2.1,0.45
6,"q25.3f",162.3,163.5,1.2,38.9,2.4,1.26
6,"q25.3g",163.5,163.8,0.3,43.7,-4.8,2.53
6,"q25.3h",163.8,164,0.2,37.6,6.0,0.00
6,"q25.3i",164,164.6,0.6,42.5,-4.9,1.46
6,"q26",164.6,166,1.4,38.1,4.4,1.49
6,"q27a",166,168.2,2.2,44.9,-6.8,2.69
6,"q27b",168.2,168.9,0.7,48.9,-4.0,1.62
6,"q27c",168.9,170,1.1,43.6,5.3,1.83
6,"q27d",170,171,1,47.4,-3.8,4.68
,,,,,,,
7,"p22.3a",0,0.2,0.2,46.2,"-",0.00
7,"p22.3b",0.2,2.5,2.3,55.5,-9.3,3.02
7,"p22.3c",2.5,3.1,0.6,47.8,7.7,2.25
7,"p22.2a",3.1,3.6,0.5,39.4,8.3,0.97
7,"p22.2b",3.6,3.9,0.3,44.5,-5.0,2.17
7,"p22.1a",3.9,4.1,0.2,51.1,-6.7,0.00
7,"p22.1b",4.1,4.5,0.4,45.2,5.9,1.80
7,"p22.1c",4.5,4.7,0.2,53.0,-7.8,0.00
7,"p22.1d",4.7,5.1,0.4,48.4,4.6,2.13
7,"p22.1e",5.1,5.4,0.3,54.9,-6.5,0.38
7,"p22.1f",5.4,6.9,1.5,47.3,7.6,3.14
7,"p21.3a",6.9,8.4,1.5,38.4,8.9,1.29
7,"p21.3b",8.4,10.4,2,35.3,3.1,0.93
7,"p21.3c",10.4,10.8,0.4,37.6,-2.4,0.88
7,"p21.3d",10.8,12.3,1.5,35.7,1.9,1.12
7,"p21.3e",12.3,12.7,0.4,38.1,-2.4,0.91
7,"p21.3f",12.7,16.1,3.4,35.6,2.6,0.89
7,"p21.2a",16.1,16.8,0.7,38.3,-2.7,0.73
7,"p21.2b",16.8,17.2,0.4,36.5,1.8,0.32
7,"p21.2c",17.2,18,0.8,37.6,-1.2,1.38
7,"p21.1a",18,20.1,2.1,36.2,1.5,0.63
7,"p21.1b",20.1,21.7,1.6,38.5,-2.3,0.86
7,"p15.3a",21.7,23.5,1.8,41.1,-2.6,1.47
7,"p15.3b",23.5,24.5,1,39.3,1.9,1.74
7,"p15.3c",24.5,26.5,2,41.7,-2.5,1.13
